TotalLoad,OtherLoad,HVACLoad,Ambient,Humidity,DOW,TOD,ClgSP,KitchenClgSP,GuestClgSP,HtgSP,KitchenHtgSP,GuestHtgSP,SupplyAirSP,ChwSP
236677.36558,138166.55726,98510.80832,  21.55000,  81.00000,   1.00000,  15.75000,  24.08238,  26.08238,  24.08238,  21.00000,  19.00000,  21.00000,  13.04119,   6.82357
291685.00733,138179.29871,153505.70862,  21.70000,  81.00000,   1.00000,  16.00000,  22.40581,  24.40581,  22.40581,  21.00000,  19.00000,  21.00000,  12.20290,   4.30871
308277.42479,165790.06829,142487.35650,  21.70000,  80.50000,   1.00000,  16.25000,  22.26116,  24.26116,  22.26116,  21.00000,  19.00000,  21.00000,  12.13058,   4.09174
283730.46734,165794.58496,117935.88238,  21.70000,  80.00000,   1.00000,  16.50000,  22.72845,  24.72845,  22.72845,  21.00000,  19.00000,  21.00000,  12.36423,   4.79268
268824.23798,165804.88562,103019.35236,  21.70000,  79.50000,   1.00000,  16.75000,  23.16436,  25.16436,  23.16436,  21.00000,  19.00000,  21.00000,  12.58218,   5.44655
271821.25241,165811.88944,106009.36297,  21.70000,  79.00000,   1.00000,  17.00000,  23.02712,  25.02712,  23.02712,  21.00000,  19.00000,  21.00000,  12.51356,   5.24068
346290.46344,227449.51898,118840.94447,  21.12500,  78.25000,   1.00000,  17.25000,  22.40116,  24.40116,  22.40116,  21.00000,  19.00000,  21.00000,  12.20058,   4.30174
264439.57205,227425.41419,37014.15786,  20.55000,  77.50000,   1.00000,  17.50000,  25.73904,  27.73904,  25.73904,  21.00000,  19.00000,  21.00000,  13.86952,   9.30856
283529.10594,227486.87327,56042.23267,  19.97500,  76.75000,   1.00000,  17.75000,  24.65636,  26.65636,  24.65636,  21.00000,  19.00000,  21.00000,  13.32818,   7.68453
263715.23841,227458.36880,36256.86961,  19.40000,  76.00000,   1.00000,  18.00000,  25.98266,  27.98266,  25.98266,  21.00000,  19.00000,  21.00000,  13.99133,   9.67399
340339.32596,231411.82892,108927.49704,  19.00000,  77.25000,   1.00000,  18.25000,  22.68762,  24.68762,  22.68762,  21.00000,  19.00000,  21.00000,  12.34381,   4.73143
301057.38135,231335.14974,69722.23161,  18.60000,  78.50000,   1.00000,  18.50000,  23.97026,  25.97026,  23.97026,  21.00000,  19.00000,  21.00000,  12.98513,   6.65539
289262.18860,231354.56564,57907.62296,  18.20000,  79.75000,   1.00000,  18.75000,  24.53535,  26.53535,  24.53535,  21.00000,  19.00000,  21.00000,  13.26768,   7.50303
280191.24692,231353.11761,48838.12931,  17.80000,  81.00000,   1.00000,  19.00000,  25.09344,  27.09344,  25.09344,  21.00000,  19.00000,  21.00000,  13.54672,   8.34016
327468.80632,251862.21650,75606.58982,  17.80000,  81.75000,   1.00000,  19.25000,  23.86067,  25.86067,  23.86067,  21.00000,  19.00000,  21.00000,  12.93034,   6.49101
324428.90322,268595.10371,55833.79952,  17.80000,  82.50000,   1.00000,  19.50000,  24.84206,  26.84206,  24.84206,  21.00000,  19.00000,  21.00000,  13.42103,   7.96309
313013.11534,268614.72628,44398.38906,  17.80000,  83.25000,   1.00000,  19.75000,  25.72652,  27.72652,  25.72652,  21.00000,  19.00000,  21.00000,  13.86326,   9.28977
315404.14062,268617.60235,46786.53827,  17.80000,  84.00000,   1.00000,  20.00000,  25.66012,  27.66012,  25.66012,  21.00000,  19.00000,  21.00000,  13.83006,   9.19018
288997.67424,240410.65386,48587.02038,  17.92500,  84.00000,   1.00000,  20.25000,  25.72664,  27.72664,  25.72664,  21.00000,  19.00000,  21.00000,  13.86332,   9.28996
323756.39578,240417.66884,83338.72694,  18.05000,  84.00000,   1.00000,  20.50000,  24.36073,  26.36073,  24.36073,  21.00000,  19.00000,  21.00000,  13.18037,   7.24110
295854.97900,240410.76178,55444.21721,  18.17500,  84.00000,   1.00000,  20.75000,  25.50647,  27.50647,  25.50647,  21.00000,  19.00000,  21.00000,  13.75324,   8.95971
331771.00072,240427.70240,91343.29832,  18.30000,  84.00000,   1.00000,  21.00000,  24.22793,  26.22793,  24.22793,  21.00000,  19.00000,  21.00000,  13.11397,   7.04190
325816.00615,187054.45191,138761.55424,  18.30000,  84.00000,   1.00000,  21.25000,  22.40424,  24.40424,  22.40424,  21.00000,  19.00000,  21.00000,  12.20212,   4.30636
254444.37746,187015.27343,67429.10404,  18.30000,  84.00000,   1.00000,  21.50000,  24.58544,  26.58544,  24.58544,  21.00000,  19.00000,  21.00000,  13.29272,   7.57817
237814.21395,187052.24679,50761.96716,  18.30000,  84.00000,   1.00000,  21.75000,  25.51929,  27.51929,  25.51929,  21.00000,  19.00000,  21.00000,  13.75964,   8.97893
280510.20974,187056.93712,93453.27262,  18.30000,  84.00000,   1.00000,  22.00000,  23.72356,  25.72356,  23.72356,  21.00000,  19.00000,  21.00000,  12.86178,   6.28533
245073.98801,123475.26541,121598.72260,  18.30000,  84.00000,   1.00000,  22.25000,  22.49987,  24.49987,  22.49987,  21.00000,  19.00000,  21.00000,  12.24993,   4.44980
183354.85107,122124.83405,61230.01701,  18.30000,  84.00000,   1.00000,  22.50000,  24.60570,  26.60570,  24.60570,  21.00000,  19.00000,  21.00000,  13.30285,   7.60855
165909.17649,123396.11389,42513.06260,  18.30000,  84.00000,   1.00000,  22.75000,  25.83232,  27.83232,  25.83232,  21.00000,  19.00000,  21.00000,  13.91616,   9.44847
170472.95238,122459.23683,48013.71554,  18.30000,  84.00000,   1.00000,  23.00000,  25.43064,  27.43064,  25.43064,  21.00000,  19.00000,  21.00000,  13.71532,   8.84596
137808.45338,92460.02379,45348.42959,  18.30000,  83.25000,   1.00000,  23.25000,  25.69363,  27.69363,  25.69363,  21.00000,  19.00000,  21.00000,  13.84681,   9.24044
200059.56660,92462.06353,107597.50307,  18.30000,  82.50000,   1.00000,  23.50000,  23.03789,  25.03789,  23.03789,  21.00000,  19.00000,  21.00000,  12.51895,   5.25684
128349.38793,92442.03211,35907.35582,  18.30000,  81.75000,   1.00000,  23.75000,  24.17390,  26.17390,  24.17390,  21.00000,  19.00000,  21.00000,  13.08695,   6.96085
188193.53302,92592.77961,95600.75340,  18.30000,  81.00000,   1.00000,  24.00000,  23.32700,  25.32700,  23.32700,  21.00000,  19.00000,  21.00000,  12.66350,   5.69050
163790.43248,73597.81488,90192.61761,  18.02500,  81.00000,   2.00000,   0.25000,  29.20302,  29.20302,  23.20302,  16.00000,  16.00000,  21.00000,  12.60151,   5.50452
110021.21592,73633.21692,36387.99900,  17.75000,  81.00000,   2.00000,   0.50000,  29.71457,  29.71457,  23.71457,  16.00000,  16.00000,  21.00000,  12.85729,   6.27186
150719.94965,73767.70786,76952.24179,  17.47500,  81.00000,   2.00000,   0.75000,  29.48523,  29.48523,  23.48523,  16.00000,  16.00000,  21.00000,  12.74261,   5.92784
168064.41428,73583.20967,94481.20460,  17.20000,  81.00000,   2.00000,   1.00000,  28.48894,  28.48894,  22.48894,  16.00000,  16.00000,  21.00000,  12.24447,   4.43342
102220.44520,65684.34355,36536.10166,  16.92500,  81.75000,   2.00000,   1.25000,  29.35059,  29.35059,  23.35059,  16.00000,  16.00000,  21.00000,  12.67530,   5.72589
155078.67519,65818.81595,89259.85924,  16.65000,  82.50000,   2.00000,   1.50000,  28.49835,  28.49835,  22.49835,  16.00000,  16.00000,  21.00000,  12.24917,   4.44752
117422.11598,65633.72261,51788.39337,  16.37500,  83.25000,   2.00000,   1.75000,  30.12993,  30.12993,  24.12993,  16.00000,  16.00000,  21.00000,  13.06497,   6.89490
96748.48482,65671.30113,31077.18369,  16.10000,  84.00000,   2.00000,   2.00000,  31.43466,  31.43466,  25.43466,  16.00000,  16.00000,  21.00000,  13.71733,   8.85198
96777.59300,65791.85499,30985.73801,  15.55000,  84.75000,   2.00000,   2.25000,  31.72746,  31.72746,  25.72746,  16.00000,  16.00000,  21.00000,  13.86373,   9.29119
129238.46704,65817.29060,63421.17644,  15.00000,  85.50000,   2.00000,   2.50000,  29.14303,  29.14303,  23.14303,  16.00000,  16.00000,  21.00000,  12.57152,   5.41455
104953.43017,65631.15289,39322.27728,  14.45000,  86.25000,   2.00000,   2.75000,  30.76806,  30.76806,  24.76806,  16.00000,  16.00000,  21.00000,  13.38403,   7.85208
102113.37187,65637.87218,36475.49969,  13.90000,  87.00000,   2.00000,   3.00000,  29.31534,  29.31534,  23.31534,  16.00000,  16.00000,  21.00000,  12.65767,   5.67302
121189.27040,72331.10739,48858.16301,  13.75000,  87.75000,   2.00000,   3.25000,  29.39032,  29.39032,  23.39032,  16.00000,  16.00000,  21.00000,  12.69516,   5.78547
116105.63948,72161.48831,43944.15117,  13.60000,  88.50000,   2.00000,   3.50000,  29.87580,  29.87580,  23.87580,  16.00000,  16.00000,  21.00000,  12.93790,   6.51371
110236.32874,72188.46572,38047.86302,  13.45000,  89.25000,   2.00000,   3.75000,  29.13957,  29.13957,  23.13957,  16.00000,  16.00000,  21.00000,  12.56979,   5.40936
115269.16371,72310.66748,42958.49623,  13.30000,  90.00000,   2.00000,   4.00000,  29.98076,  29.98076,  23.98076,  16.00000,  16.00000,  21.00000,  12.99038,   6.67114
141267.86649,99622.83074,41645.03575,  12.90000,  91.50000,   2.00000,   4.25000,  30.04800,  30.04800,  24.04800,  16.00000,  16.00000,  21.00000,  13.02400,   6.77200
117915.40644,82892.39554,35023.01090,  12.50000,  93.00000,   2.00000,   4.50000,  30.00865,  30.00865,  24.00865,  16.00000,  16.00000,  21.00000,  13.00432,   6.71297
142193.51732,83016.19421,59177.32311,  12.10000,  94.50000,   2.00000,   4.75000,  28.25610,  28.25610,  22.25610,  16.00000,  16.00000,  21.00000,  12.12805,   4.08415
119282.22971,82833.74352,36448.48618,  11.70000,  96.00000,   2.00000,   5.00000,  30.44287,  30.44287,  24.44287,  16.00000,  16.00000,  21.00000,  13.22144,   7.36431
212705.79272,180424.68625,32281.10647,  11.97500,  96.00000,   2.00000,   5.25000,  31.53142,  31.53142,  25.53142,  16.00000,  16.00000,  21.00000,  13.76571,   8.99713
217232.30688,180548.38655,36683.92033,  12.25000,  96.00000,   2.00000,   5.50000,  31.03831,  31.03831,  25.03831,  16.00000,  16.00000,  21.00000,  13.51915,   8.25746
236842.89248,180553.38824,56289.50424,  12.52500,  96.00000,   2.00000,   5.75000,  29.26037,  29.26037,  23.26037,  16.00000,  16.00000,  21.00000,  12.63018,   5.59055
231402.00574,180555.17686,50846.82887,  12.80000,  96.00000,   2.00000,   6.00000,  28.64299,  28.64299,  22.64299,  16.00000,  16.00000,  21.00000,  12.32149,   4.66448
342777.07110,237471.17472,105305.89638,  14.45000,  94.50000,   2.00000,   6.25000,  28.11942,  28.11942,  22.11942,  16.00000,  16.00000,  21.00000,  12.05971,   3.87913
292816.88817,237471.84308,55345.04509,  16.10000,  93.00000,   2.00000,   6.50000,  31.13932,  31.13932,  25.13932,  16.00000,  16.00000,  21.00000,  13.56966,   8.40898
351235.24524,237500.48726,113734.75798,  17.75000,  91.50000,   2.00000,   6.75000,  28.95863,  28.95863,  22.95863,  16.00000,  16.00000,  21.00000,  12.47931,   5.13794
342313.25719,237525.86218,104787.39501,  19.40000,  90.00000,   2.00000,   7.00000,  29.66359,  29.66359,  23.66359,  16.00000,  16.00000,  21.00000,  12.83179,   6.19538
283217.21058,195258.36907,87958.84151,  20.37500,  88.00000,   2.00000,   7.25000,  30.38819,  30.38819,  24.38819,  16.00000,  16.00000,  21.00000,  13.19410,   7.28229
301684.57445,195274.77785,106409.79660,  21.35000,  86.00000,   2.00000,   7.50000,  23.95984,  25.95984,  23.95984,  21.00000,  19.00000,  21.00000,  12.97992,   6.63976
304762.48133,195290.82758,109471.65375,  22.32500,  84.00000,   2.00000,   7.75000,  24.01742,  26.01742,  24.01742,  21.00000,  19.00000,  21.00000,  13.00871,   6.72613
323933.65314,195307.12479,128626.52834,  23.30000,  82.00000,   2.00000,   8.00000,  23.39453,  25.39453,  23.39453,  21.00000,  19.00000,  21.00000,  12.69726,   5.79179
298876.22986,167216.87923,131659.35063,  22.75000,  81.25000,   2.00000,   8.25000,  23.02518,  25.02518,  23.02518,  21.00000,  19.00000,  21.00000,  12.51259,   5.23776
243387.51338,167185.79092,76201.72245,  22.20000,  80.50000,   2.00000,   8.50000,  24.79219,  26.79219,  24.79219,  21.00000,  19.00000,  21.00000,  13.39609,   7.88828
218620.01659,167170.03436,51449.98223,  21.65000,  79.75000,   2.00000,   8.75000,  25.64155,  27.64155,  25.64155,  21.00000,  19.00000,  21.00000,  13.82078,   9.16233
313641.66111,167162.72472,146478.93638,  21.10000,  79.00000,   2.00000,   9.00000,  22.69614,  24.69614,  22.69614,  21.00000,  19.00000,  21.00000,  12.34807,   4.74421
197282.87121,118463.58889,78819.28233,  21.80000,  72.25000,   2.00000,   9.25000,  24.44165,  26.44165,  24.44165,  21.00000,  19.00000,  21.00000,  13.22083,   7.36248
242533.82654,118520.70442,124013.12212,  22.50000,  65.50000,   2.00000,   9.50000,  22.89878,  24.89878,  22.89878,  21.00000,  19.00000,  21.00000,  12.44939,   5.04817
170902.79647,118497.12612,52405.67035,  23.20000,  58.75000,   2.00000,   9.75000,  25.28252,  27.28252,  25.28252,  21.00000,  19.00000,  21.00000,  13.64126,   8.62379
166471.65105,118555.97403,47915.67702,  23.90000,  52.00000,   2.00000,  10.00000,  25.56256,  27.56256,  25.56256,  21.00000,  19.00000,  21.00000,  13.78128,   9.04383
268171.55111,119697.00061,148474.55049,  24.32500,  49.00000,   2.00000,  10.25000,  22.37937,  24.37937,  22.37937,  21.00000,  19.00000,  21.00000,  12.18968,   4.26905
248233.91889,118307.21001,129926.70888,  24.75000,  46.00000,   2.00000,  10.50000,  22.49460,  24.49460,  22.49460,  21.00000,  19.00000,  21.00000,  12.24730,   4.44189
254905.87516,119829.32222,135076.55295,  25.17500,  43.00000,   2.00000,  10.75000,  22.00083,  24.00083,  22.00083,  21.00000,  19.00000,  21.00000,  12.00041,   3.70124
231044.28227,119081.15142,111963.13085,  25.60000,  40.00000,   2.00000,  11.00000,  22.54298,  24.54298,  22.54298,  21.00000,  19.00000,  21.00000,  12.27149,   4.51447
159545.66660,118502.92335,41042.74324,  25.72500,  40.25000,   2.00000,  11.25000,  25.85249,  27.85249,  25.85249,  21.00000,  19.00000,  21.00000,  13.92624,   9.47873
205083.49826,118555.26710,86528.23117,  25.85000,  40.50000,   2.00000,  11.50000,  23.82127,  25.82127,  23.82127,  21.00000,  19.00000,  21.00000,  12.91064,   6.43191
262837.41062,118531.93185,144305.47877,  25.97500,  40.75000,   2.00000,  11.75000,  22.00954,  24.00954,  22.00954,  21.00000,  19.00000,  21.00000,  12.00477,   3.71430
197491.93581,118498.32612,78993.60968,  26.10000,  41.00000,   2.00000,  12.00000,  23.95597,  25.95597,  23.95597,  21.00000,  19.00000,  21.00000,  12.97798,   6.63395
231363.75929,108830.90497,122532.85431,  26.25000,  39.75000,   2.00000,  12.25000,  22.50595,  24.50595,  22.50595,  21.00000,  19.00000,  21.00000,  12.25298,   4.45893
151548.83615,108799.20834,42749.62781,  26.40000,  38.50000,   2.00000,  12.50000,  25.71911,  27.71911,  25.71911,  21.00000,  19.00000,  21.00000,  13.85956,   9.27867
251968.20374,108837.35155,143130.85219,  26.55000,  37.25000,   2.00000,  12.75000,  22.04985,  24.04985,  22.04985,  21.00000,  19.00000,  21.00000,  12.02492,   3.77477
235886.35557,108793.41083,127092.94474,  26.70000,  36.00000,   2.00000,  13.00000,  22.30915,  24.30915,  22.30915,  21.00000,  19.00000,  21.00000,  12.15457,   4.16372
193599.74629,108807.95401,84791.79228,  26.70000,  37.25000,   2.00000,  13.25000,  23.74296,  25.74296,  23.74296,  21.00000,  19.00000,  21.00000,  12.87148,   6.31443
182883.88931,108831.90111,74051.98821,  26.70000,  38.50000,   2.00000,  13.50000,  24.27415,  26.27415,  24.27415,  21.00000,  19.00000,  21.00000,  13.13708,   7.11123
175643.79454,108833.26693,66810.52761,  26.70000,  39.75000,   2.00000,  13.75000,  24.64862,  26.64862,  24.64862,  21.00000,  19.00000,  21.00000,  13.32431,   7.67293
227819.91248,108833.82173,118986.09075,  26.70000,  41.00000,   2.00000,  14.00000,  23.11711,  25.11711,  23.11711,  21.00000,  19.00000,  21.00000,  12.55855,   5.37566
151011.12367,108811.10509,42200.01858,  26.82500,  40.50000,   2.00000,  14.25000,  25.94538,  27.94538,  25.94538,  21.00000,  19.00000,  21.00000,  13.97269,   9.61807
194550.63023,108847.34645,85703.28378,  26.95000,  40.00000,   2.00000,  14.50000,  24.50376,  26.50376,  24.50376,  21.00000,  19.00000,  21.00000,  13.25188,   7.45564
270957.89115,108846.92514,162110.96602,  27.07500,  39.50000,   2.00000,  14.75000,  22.30926,  24.30926,  22.30926,  21.00000,  19.00000,  21.00000,  12.15463,   4.16389
206184.17143,108811.29365,97372.87779,  27.20000,  39.00000,   2.00000,  15.00000,  23.81408,  25.81408,  23.81408,  21.00000,  19.00000,  21.00000,  12.90704,   6.42112
228947.08731,138098.40275,90848.68456,  25.67500,  47.50000,   2.00000,  15.25000,  24.10445,  26.10445,  24.10445,  21.00000,  19.00000,  21.00000,  13.05223,   6.85668
232713.57088,138090.42469,94623.14619,  24.15000,  56.00000,   2.00000,  15.50000,  24.01385,  26.01385,  24.01385,  21.00000,  19.00000,  21.00000,  13.00693,   6.72078
207748.42566,138065.22897,69683.19669,  22.62500,  64.50000,   2.00000,  15.75000,  24.76412,  26.76412,  24.76412,  21.00000,  19.00000,  21.00000,  13.38206,   7.84617
285665.59457,138058.09837,147607.49620,  21.10000,  73.00000,   2.00000,  16.00000,  22.19665,  24.19665,  22.19665,  21.00000,  19.00000,  21.00000,  12.09832,   3.99497
316964.08390,172982.45007,143981.63383,  22.07500,  68.75000,   2.00000,  16.25000,  22.07203,  24.07203,  22.07203,  21.00000,  19.00000,  21.00000,  12.03601,   3.80804
253834.64787,172997.94433,80836.70354,  23.05000,  64.50000,   2.00000,  16.50000,  23.94575,  25.94575,  23.94575,  21.00000,  19.00000,  21.00000,  12.97287,   6.61862
317228.03772,173051.09455,144176.94317,  24.02500,  60.25000,   2.00000,  16.75000,  22.02964,  24.02964,  22.02964,  21.00000,  19.00000,  21.00000,  12.01482,   3.74446
247816.81141,173026.98464,74789.82677,  25.00000,  56.00000,   2.00000,  17.00000,  24.17663,  26.17663,  24.17663,  21.00000,  19.00000,  21.00000,  13.08831,   6.96494
302844.13626,226857.70805,75986.42821,  24.85000,  57.00000,   2.00000,  17.25000,  24.29584,  26.29584,  24.29584,  21.00000,  19.00000,  21.00000,  13.14792,   7.14375
283242.66501,226859.55888,56383.10613,  24.70000,  58.00000,   2.00000,  17.50000,  25.14714,  27.14714,  25.14714,  21.00000,  19.00000,  21.00000,  13.57357,   8.42071
287492.79657,226871.87328,60620.92329,  24.55000,  59.00000,   2.00000,  17.75000,  25.22700,  27.22700,  25.22700,  21.00000,  19.00000,  21.00000,  13.61350,   8.54050
383858.36660,226871.77794,156986.58866,  24.40000,  60.00000,   2.00000,  18.00000,  22.66898,  24.66898,  22.66898,  21.00000,  19.00000,  21.00000,  12.33449,   4.70347
356184.89331,234632.42014,121552.47317,  23.30000,  64.00000,   2.00000,  18.25000,  23.09345,  25.09345,  23.09345,  21.00000,  19.00000,  21.00000,  12.54673,   5.34018
329234.39116,234618.65761,94615.73355,  22.20000,  68.00000,   2.00000,  18.50000,  23.88102,  25.88102,  23.88102,  21.00000,  19.00000,  21.00000,  12.94051,   6.52153
356521.47098,234607.15114,121914.31984,  21.10000,  72.00000,   2.00000,  18.75000,  22.68368,  24.68368,  22.68368,  21.00000,  19.00000,  21.00000,  12.34184,   4.72552
310961.49455,234551.02964,76410.46491,  20.00000,  76.00000,   2.00000,  19.00000,  23.95250,  25.95250,  23.95250,  21.00000,  19.00000,  21.00000,  12.97625,   6.62875
338627.80216,259885.22184,78742.58033,  19.57500,  75.75000,   2.00000,  19.25000,  23.79215,  25.79215,  23.79215,  21.00000,  19.00000,  21.00000,  12.89608,   6.38823
325429.13807,276624.61116,48804.52691,  19.15000,  75.50000,   2.00000,  19.50000,  25.14686,  27.14686,  25.14686,  21.00000,  19.00000,  21.00000,  13.57343,   8.42029
356907.60493,276633.39468,80274.21025,  18.72500,  75.25000,   2.00000,  19.75000,  23.64872,  25.64872,  23.64872,  21.00000,  19.00000,  21.00000,  12.82436,   6.17308
320334.96389,276597.68948,43737.27440,  18.30000,  75.00000,   2.00000,  20.00000,  25.42895,  27.42895,  25.42895,  21.00000,  19.00000,  21.00000,  13.71447,   8.84342
293548.89775,252834.42580,40714.47194,  18.30000,  71.50000,   2.00000,  20.25000,  25.79111,  27.79111,  25.79111,  21.00000,  19.00000,  21.00000,  13.89555,   9.38666
340887.21366,252830.94232,88056.27134,  18.30000,  68.00000,   2.00000,  20.50000,  23.26677,  25.26677,  23.26677,  21.00000,  19.00000,  21.00000,  12.63338,   5.60015
332509.60115,252795.84727,79713.75388,  18.30000,  64.50000,   2.00000,  20.75000,  23.56576,  25.56576,  23.56576,  21.00000,  19.00000,  21.00000,  12.78288,   6.04864
304993.51506,252804.91416,52188.60090,  18.30000,  61.00000,   2.00000,  21.00000,  25.12138,  27.12138,  25.12138,  21.00000,  19.00000,  21.00000,  13.56069,   8.38206
249992.11744,186375.12433,63616.99312,  18.22500,  62.75000,   2.00000,  21.25000,  24.37488,  26.37488,  24.37488,  21.00000,  19.00000,  21.00000,  13.18744,   7.26232
266840.31365,186365.06325,80475.25040,  18.15000,  64.50000,   2.00000,  21.50000,  23.48037,  25.48037,  23.48037,  21.00000,  19.00000,  21.00000,  12.74018,   5.92055
259162.32766,186353.30723,72809.02043,  18.07500,  66.25000,   2.00000,  21.75000,  23.77877,  25.77877,  23.77877,  21.00000,  19.00000,  21.00000,  12.88938,   6.36815
232315.00858,186356.69713,45958.31145,  18.00000,  68.00000,   2.00000,  22.00000,  25.48968,  27.48968,  25.48968,  21.00000,  19.00000,  21.00000,  13.74484,   8.93453
167010.05059,119090.02645,47920.02413,  17.92500,  68.50000,   2.00000,  22.25000,  25.32321,  27.32321,  25.32321,  21.00000,  19.00000,  21.00000,  13.66160,   8.68481
158745.93731,117751.46145,40994.47586,  17.85000,  69.00000,   2.00000,  22.50000,  25.99600,  27.99600,  25.99600,  21.00000,  19.00000,  21.00000,  13.99800,   9.69400
181049.82892,118983.54834,62066.28059,  17.77500,  69.50000,   2.00000,  22.75000,  24.32735,  26.32735,  24.32735,  21.00000,  19.00000,  21.00000,  13.16368,   7.19103
183482.51617,118032.98333,65449.53284,  17.70000,  70.00000,   2.00000,  23.00000,  24.04606,  26.04606,  24.04606,  21.00000,  19.00000,  21.00000,  13.02303,   6.76909
126871.36604,81011.33805,45860.02800,  17.62500,  72.00000,   2.00000,  23.25000,  25.36052,  27.36052,  25.36052,  21.00000,  19.00000,  21.00000,  13.68026,   8.74079
165303.06498,81017.51191,84285.55307,  17.55000,  74.00000,   2.00000,  23.50000,  23.33265,  25.33265,  23.33265,  21.00000,  19.00000,  21.00000,  12.66632,   5.69897
112291.50803,80997.18845,31294.31958,  17.47500,  76.00000,   2.00000,  23.75000,  25.92832,  27.92832,  25.92832,  21.00000,  19.00000,  21.00000,  13.96416,   9.59248
126368.37393,81149.48510,45218.88883,  17.40000,  78.00000,   2.00000,  24.00000,  25.52130,  27.52130,  25.52130,  21.00000,  19.00000,  21.00000,  13.76065,   8.98195
186401.57214,73606.21795,112795.35418,  17.30000,  80.25000,   3.00000,   0.25000,  28.19150,  28.19150,  22.19150,  16.00000,  16.00000,  21.00000,  12.09575,   3.98725
124572.70405,73622.08274,50950.62131,  17.20000,  82.50000,   3.00000,   0.50000,  28.09658,  28.09658,  22.09658,  16.00000,  16.00000,  21.00000,  12.04829,   3.84488
104969.28113,73764.85676,31204.42437,  17.10000,  84.75000,   3.00000,   0.75000,  31.87634,  31.87634,  25.87634,  16.00000,  16.00000,  21.00000,  13.93817,   9.51451
118816.67234,73781.38931,45035.28304,  17.00000,  87.00000,   3.00000,   1.00000,  30.02447,  30.02447,  24.02447,  16.00000,  16.00000,  21.00000,  13.01224,   6.73671
167847.87171,65789.25620,102058.61552,  16.92500,  87.00000,   3.00000,   1.25000,  28.54911,  28.54911,  22.54911,  16.00000,  16.00000,  21.00000,  12.27456,   4.52367
96948.54169,65699.12185,31249.41984,  16.85000,  87.00000,   3.00000,   1.50000,  31.02850,  31.02850,  25.02850,  16.00000,  16.00000,  21.00000,  13.51425,   8.24274
158676.57591,65836.96643,92839.60948,  16.77500,  87.00000,   3.00000,   1.75000,  28.66292,  28.66292,  22.66292,  16.00000,  16.00000,  21.00000,  12.33146,   4.69438
151304.35621,65643.57717,85660.77905,  16.70000,  87.00000,   3.00000,   2.00000,  28.74564,  28.74564,  22.74564,  16.00000,  16.00000,  21.00000,  12.37282,   4.81845
100779.65427,65677.05564,35102.59863,  16.62500,  87.00000,   3.00000,   2.25000,  29.48411,  29.48411,  23.48411,  16.00000,  16.00000,  21.00000,  12.74205,   5.92616
96840.38537,65812.94422,31027.44114,  16.55000,  87.00000,   3.00000,   2.50000,  31.99105,  31.99105,  25.99105,  16.00000,  16.00000,  21.00000,  13.99552,   9.68657
98978.40691,65843.99841,33134.40851,  16.47500,  87.00000,   3.00000,   2.75000,  30.48110,  30.48110,  24.48110,  16.00000,  16.00000,  21.00000,  13.24055,   7.42166
158102.99662,65856.76329,92246.23333,  16.40000,  87.00000,   3.00000,   3.00000,  28.38238,  28.38238,  22.38238,  16.00000,  16.00000,  21.00000,  12.19119,   4.27357
140141.19457,72996.91106,67144.28351,  16.32500,  87.75000,   3.00000,   3.25000,  29.27859,  29.27859,  23.27859,  16.00000,  16.00000,  21.00000,  12.63930,   5.61789
104878.69306,72997.56764,31881.12542,  16.25000,  88.50000,   3.00000,   3.50000,  30.48471,  30.48471,  24.48471,  16.00000,  16.00000,  21.00000,  13.24235,   7.42706
137826.47472,73123.05620,64703.41852,  16.17500,  89.25000,   3.00000,   3.75000,  29.47218,  29.47218,  23.47218,  16.00000,  16.00000,  21.00000,  12.73609,   5.90827
115517.32755,72951.83916,42565.48840,  16.10000,  90.00000,   3.00000,   4.00000,  31.02692,  31.02692,  25.02692,  16.00000,  16.00000,  21.00000,  13.51346,   8.24038
135808.73254,100496.01579,35312.71674,  16.10000,  90.00000,   3.00000,   4.25000,  29.71435,  29.71435,  23.71435,  16.00000,  16.00000,  21.00000,  12.85717,   6.27152
181579.16058,83869.00224,97710.15834,  16.10000,  90.00000,   3.00000,   4.50000,  28.07308,  28.07308,  22.07308,  16.00000,  16.00000,  21.00000,  12.03654,   3.80963
165018.87930,83696.01099,81322.86830,  16.10000,  90.00000,   3.00000,   4.75000,  28.60127,  28.60127,  22.60127,  16.00000,  16.00000,  21.00000,  12.30064,   4.60191
115069.01522,83731.98220,31337.03303,  16.10000,  90.00000,   3.00000,   5.00000,  30.86622,  30.86622,  24.86622,  16.00000,  16.00000,  21.00000,  13.43311,   7.99933
251755.22367,181463.83273,70291.39093,  16.10000,  90.75000,   3.00000,   5.25000,  29.27017,  29.27017,  23.27017,  16.00000,  16.00000,  21.00000,  12.63508,   5.60525
230365.74472,181389.59879,48976.14593,  16.10000,  91.50000,   3.00000,   5.50000,  30.56750,  30.56750,  24.56750,  16.00000,  16.00000,  21.00000,  13.28375,   7.55125
230659.46548,181423.98727,49235.47820,  16.10000,  92.25000,   3.00000,   5.75000,  28.05229,  28.05229,  22.05229,  16.00000,  16.00000,  21.00000,  12.02615,   3.77844
220049.09144,181463.83273,38585.25870,  16.10000,  93.00000,   3.00000,   6.00000,  31.66405,  31.66405,  25.66405,  16.00000,  16.00000,  21.00000,  13.83203,   9.19608
